ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,sajdah_ayah,sajdah_no,total_ayah_quran,no_of_word_ayah,list_of_words
64,557,ومآ أرسلنا من رسول إلا ليطاع بإذن ٱلله ۚ ولو أنهم إذ ظلموٓا۟ أنفسهم جآءوك فٱستغفروا۟ ٱلله وٱستغفر لهم ٱلرسول لوجدوا۟ ٱلله توابۭا رحيمۭا,"We only sent messengers to be obeyed by Allah’s Will. If only those ˹hypocrites˺ came to you ˹O Prophet˺—after wronging themselves—seeking Allah’s forgiveness and the Messenger prayed for their forgiveness, they would have certainly found Allah ever Accepting of Repentance, Most Merciful.",70,5,1,35,False,,6236,24,"[ومآ,أرسلنا,من,رسول,إلا,ليطاع,بإذن,ٱلله,ۚ,ولو,أنهم,إذ,ظلموٓا۟,أنفسهم,جآءوك,فٱستغفروا۟,ٱلله,وٱستغفر,لهم,ٱلرسول,لوجدوا۟,ٱلله,توابۭا,رحيمۭا]"
65,558,فلا وربك لا يؤمنون حتىٰ يحكموك فيما شجر بينهم ثم لا يجدوا۟ فىٓ أنفسهم حرجۭا مما قضيت ويسلموا۟ تسليمۭا,"But no! By your Lord, they will never be ˹true˺ believers until they accept you ˹O Prophet˺ as the judge in their disputes, and find no resistance within themselves against your decision and submit wholeheartedly.",70,5,1,35,False,,6236,19,"[فلا,وربك,لا,يؤمنون,حتىٰ,يحكموك,فيما,شجر,بينهم,ثم,لا,يجدوا۟,فىٓ,أنفسهم,حرجۭا,مما,قضيت,ويسلموا۟,تسليمۭا]"
66,559,ولو أنا كتبنا عليهم أن ٱقتلوٓا۟ أنفسكم أو ٱخرجوا۟ من ديٰركم ما فعلوه إلا قليلۭ منهم ۖ ولو أنهم فعلوا۟ ما يوعظون بهۦ لكان خيرۭا لهم وأشد تثبيتۭا,"If We had commanded them to sacrifice themselves or abandon their homes, none would have obeyed except for a few. Had they done what they were advised to do, it would have certainly been far better for them and more reassuring,",70,5,1,35,False,,6236,28,"[ولو,أنا,كتبنا,عليهم,أن,ٱقتلوٓا۟,أنفسكم,أو,ٱخرجوا۟,من,ديٰركم,ما,فعلوه,إلا,قليلۭ,منهم,ۖ,ولو,أنهم,فعلوا۟,ما,يوعظون,بهۦ,لكان,خيرۭا,لهم,وأشد,تثبيتۭا]"
67,560,وإذۭا لءاتينٰهم من لدنآ أجرا عظيمۭا,and We would have granted them a great reward by Our grace,70,5,1,35,False,,6236,6,"[وإذۭا,لءاتينٰهم,من,لدنآ,أجرا,عظيمۭا]"
68,561,ولهدينٰهم صرٰطۭا مستقيمۭا,and guided them to the Straight Path.,70,5,1,35,False,,6236,3,"[ولهدينٰهم,صرٰطۭا,مستقيمۭا]"
69,562,ومن يطع ٱلله وٱلرسول فأو۟لٰٓئك مع ٱلذين أنعم ٱلله عليهم من ٱلنبيۦن وٱلصديقين وٱلشهدآء وٱلصٰلحين ۚ وحسن أو۟لٰٓئك رفيقۭا,"And whoever obeys Allah and the Messenger will be in the company of those blessed by Allah: the prophets, the people of truth, the martyrs, and the righteous—what honourable company!",70,5,1,35,False,,6236,19,"[ومن,يطع,ٱلله,وٱلرسول,فأو۟لٰٓئك,مع,ٱلذين,أنعم,ٱلله,عليهم,من,ٱلنبيۦن,وٱلصديقين,وٱلشهدآء,وٱلصٰلحين,ۚ,وحسن,أو۟لٰٓئك,رفيقۭا]"
70,563,ذٰلك ٱلفضل من ٱلله ۚ وكفىٰ بٱلله عليمۭا,"This is Allah’s favour, and Allah fully knows ˹who deserves it˺.",70,5,1,35,False,,6236,8,"[ذٰلك,ٱلفضل,من,ٱلله,ۚ,وكفىٰ,بٱلله,عليمۭا]"
71,564,يٰٓأيها ٱلذين ءامنوا۟ خذوا۟ حذركم فٱنفروا۟ ثبات أو ٱنفروا۟ جميعۭا,O believers! Take your precautions and go forth either in groups or together.,71,5,1,35,False,,6236,10,"[يٰٓأيها,ٱلذين,ءامنوا۟,خذوا۟,حذركم,فٱنفروا۟,ثبات,أو,ٱنفروا۟,جميعۭا]"
72,565,وإن منكم لمن ليبطئن فإن أصٰبتكم مصيبةۭ قال قد أنعم ٱلله على إذ لم أكن معهم شهيدۭا,"There will be some among you who will lag behind so that if you face a disaster, they will say, “Allah has blessed us for not being there among them.”",71,5,1,35,False,,6236,17,"[وإن,منكم,لمن,ليبطئن,فإن,أصٰبتكم,مصيبةۭ,قال,قد,أنعم,ٱلله,على,إذ,لم,أكن,معهم,شهيدۭا]"
73,566,ولئن أصٰبكم فضلۭ من ٱلله ليقولن كأن لم تكنۢ بينكم وبينهۥ مودةۭ يٰليتنى كنت معهم فأفوز فوزا عظيمۭا,"But if you return with Allah’s bounties, they will say—as if there had been no bond between you—“We wish we had been there with them to share the great gain!”",71,5,1,35,False,,6236,18,"[ولئن,أصٰبكم,فضلۭ,من,ٱلله,ليقولن,كأن,لم,تكنۢ,بينكم,وبينهۥ,مودةۭ,يٰليتنى,كنت,معهم,فأفوز,فوزا,عظيمۭا]"
74,567,۞ فليقٰتل فى سبيل ٱلله ٱلذين يشرون ٱلحيوٰة ٱلدنيا بٱلءاخرة ۚ ومن يقٰتل فى سبيل ٱلله فيقتل أو يغلب فسوف نؤتيه أجرا عظيمۭا,Let those who would sacrifice this life for the Hereafter fight in the cause of Allah. And whoever fights in Allah’s cause—whether they achieve martyrdom or victory—We will honour them with a great reward.,71,5,1,36,False,,6236,23,"[۞,فليقٰتل,فى,سبيل,ٱلله,ٱلذين,يشرون,ٱلحيوٰة,ٱلدنيا,بٱلءاخرة,ۚ,ومن,يقٰتل,فى,سبيل,ٱلله,فيقتل,أو,يغلب,فسوف,نؤتيه,أجرا,عظيمۭا]"
75,568,وما لكم لا تقٰتلون فى سبيل ٱلله وٱلمستضعفين من ٱلرجال وٱلنسآء وٱلولدٰن ٱلذين يقولون ربنآ أخرجنا من هٰذه ٱلقرية ٱلظالم أهلها وٱجعل لنا من لدنك وليۭا وٱجعل لنا من لدنك نصيرا,"And what is it with you? You do not fight in the cause of Allah and for oppressed men, women, and children who cry out, “Our Lord! Deliver us from this land of oppressors! Appoint for us a saviour; appoint for us a helper—all by Your grace.”",71,5,1,36,False,,6236,31,"[وما,لكم,لا,تقٰتلون,فى,سبيل,ٱلله,وٱلمستضعفين,من,ٱلرجال,وٱلنسآء,وٱلولدٰن,ٱلذين,يقولون,ربنآ,أخرجنا,من,هٰذه,ٱلقرية,ٱلظالم,أهلها,وٱجعل,لنا,من,لدنك,وليۭا,وٱجعل,لنا,من,لدنك,نصيرا]"
76,569,ٱلذين ءامنوا۟ يقٰتلون فى سبيل ٱلله ۖ وٱلذين كفروا۟ يقٰتلون فى سبيل ٱلطٰغوت فقٰتلوٓا۟ أوليآء ٱلشيطٰن ۖ إن كيد ٱلشيطٰن كان ضعيفا,"Believers fight for the cause of Allah, whereas disbelievers fight for the cause of the Devil. So fight against Satan’s ˹evil˺ forces. Indeed, Satan’s schemes are ever weak.",71,5,1,36,False,,6236,22,"[ٱلذين,ءامنوا۟,يقٰتلون,فى,سبيل,ٱلله,ۖ,وٱلذين,كفروا۟,يقٰتلون,فى,سبيل,ٱلطٰغوت,فقٰتلوٓا۟,أوليآء,ٱلشيطٰن,ۖ,إن,كيد,ٱلشيطٰن,كان,ضعيفا]"
77,570,ألم تر إلى ٱلذين قيل لهم كفوٓا۟ أيديكم وأقيموا۟ ٱلصلوٰة وءاتوا۟ ٱلزكوٰة فلما كتب عليهم ٱلقتال إذا فريقۭ منهم يخشون ٱلناس كخشية ٱلله أو أشد خشيةۭ ۚ وقالوا۟ ربنا لم كتبت علينا ٱلقتال لولآ أخرتنآ إلىٰٓ أجلۢ قريبۢ ۗ قل متٰع ٱلدنيا قليلۭ وٱلءاخرة خيرۭ لمن ٱتقىٰ ولا تظلمون فتيلا,"Have you ˹O Prophet˺ not seen those who had been told, “Do not fight! Rather, establish prayer and pay alms-tax.”? Then once the order came to fight, a group of them feared those ˹hostile˺ people as Allah should be feared—or even more. They said, “Our Lord! Why have You ordered us to fight? If only You had delayed ˹the order for˺ us for a little while!” Say, ˹O Prophet,˺ “The enjoyment of this world is so little, whereas the Hereafter is far better for those mindful ˹of Allah˺. And none of you will be wronged ˹even by the width of˺ the thread of a date stone.",72,5,1,36,False,,6236,50,"[ألم,تر,إلى,ٱلذين,قيل,لهم,كفوٓا۟,أيديكم,وأقيموا۟,ٱلصلوٰة,وءاتوا۟,ٱلزكوٰة,فلما,كتب,عليهم,ٱلقتال,إذا,فريقۭ,منهم,يخشون,ٱلناس,كخشية,ٱلله,أو,أشد,خشيةۭ,ۚ,وقالوا۟,ربنا,لم,كتبت,علينا,ٱلقتال,لولآ,أخرتنآ,إلىٰٓ,أجلۢ,قريبۢ,ۗ,قل,متٰع,ٱلدنيا,قليلۭ,وٱلءاخرة,خيرۭ,لمن,ٱتقىٰ,ولا,تظلمون,فتيلا]"
78,571,أينما تكونوا۟ يدرككم ٱلموت ولو كنتم فى بروجۢ مشيدةۢ ۗ وإن تصبهم حسنةۭ يقولوا۟ هٰذهۦ من عند ٱلله ۖ وإن تصبهم سيئةۭ يقولوا۟ هٰذهۦ من عندك ۚ قل كلۭ من عند ٱلله ۖ فمال هٰٓؤلآء ٱلقوم لا يكادون يفقهون حديثۭا,"Wherever you may be, death will overcome you—even if you were in fortified towers.” When something good befalls them, they say, “This is from Allah,” but when something evil befalls them, they say, “This is from you.” Say, ˹O Prophet,˺ “Both have been destined by Allah.” So what is the matter with these people? They can hardly comprehend anything!",72,5,1,36,False,,6236,40,"[أينما,تكونوا۟,يدرككم,ٱلموت,ولو,كنتم,فى,بروجۢ,مشيدةۢ,ۗ,وإن,تصبهم,حسنةۭ,يقولوا۟,هٰذهۦ,من,عند,ٱلله,ۖ,وإن,تصبهم,سيئةۭ,يقولوا۟,هٰذهۦ,من,عندك,ۚ,قل,كلۭ,من,عند,ٱلله,ۖ,فمال,هٰٓؤلآء,ٱلقوم,لا,يكادون,يفقهون,حديثۭا]"
79,572,مآ أصابك من حسنةۢ فمن ٱلله ۖ ومآ أصابك من سيئةۢ فمن نفسك ۚ وأرسلنٰك للناس رسولۭا ۚ وكفىٰ بٱلله شهيدۭا,Whatever good befalls you is from Allah and whatever evil befalls you is from yourself. We have sent you ˹O Prophet˺ as a messenger to ˹all˺ people. And Allah is sufficient as a Witness.,72,5,1,36,False,,6236,21,"[مآ,أصابك,من,حسنةۢ,فمن,ٱلله,ۖ,ومآ,أصابك,من,سيئةۢ,فمن,نفسك,ۚ,وأرسلنٰك,للناس,رسولۭا,ۚ,وكفىٰ,بٱلله,شهيدۭا]"
80,573,من يطع ٱلرسول فقد أطاع ٱلله ۖ ومن تولىٰ فمآ أرسلنٰك عليهم حفيظۭا,"Whoever obeys the Messenger has truly obeyed Allah. But whoever turns away, then ˹know that˺ We have not sent you ˹O Prophet˺ as a keeper over them.",72,5,1,36,False,,6236,13,"[من,يطع,ٱلرسول,فقد,أطاع,ٱلله,ۖ,ومن,تولىٰ,فمآ,أرسلنٰك,عليهم,حفيظۭا]"
81,574,ويقولون طاعةۭ فإذا برزوا۟ من عندك بيت طآئفةۭ منهم غير ٱلذى تقول ۖ وٱلله يكتب ما يبيتون ۖ فأعرض عنهم وتوكل على ٱلله ۚ وكفىٰ بٱلله وكيلا,"And they say, “We obey,” but when they leave you, a group of them would spend the night contradicting what they said. Allah records all their schemes. So turn away from them, and put your trust in Allah. And Allah is sufficient as a Trustee of Affairs.",72,5,1,36,False,,6236,27,"[ويقولون,طاعةۭ,فإذا,برزوا۟,من,عندك,بيت,طآئفةۭ,منهم,غير,ٱلذى,تقول,ۖ,وٱلله,يكتب,ما,يبيتون,ۖ,فأعرض,عنهم,وتوكل,على,ٱلله,ۚ,وكفىٰ,بٱلله,وكيلا]"
82,575,أفلا يتدبرون ٱلقرءان ۚ ولو كان من عند غير ٱلله لوجدوا۟ فيه ٱختلٰفۭا كثيرۭا,"Do they not then reflect on the Quran? Had it been from anyone other than Allah, they would have certainly found in it many inconsistencies.",72,5,1,36,False,,6236,14,"[أفلا,يتدبرون,ٱلقرءان,ۚ,ولو,كان,من,عند,غير,ٱلله,لوجدوا۟,فيه,ٱختلٰفۭا,كثيرۭا]"
83,576,وإذا جآءهم أمرۭ من ٱلأمن أو ٱلخوف أذاعوا۟ بهۦ ۖ ولو ردوه إلى ٱلرسول وإلىٰٓ أو۟لى ٱلأمر منهم لعلمه ٱلذين يستنۢبطونهۥ منهم ۗ ولولا فضل ٱلله عليكم ورحمتهۥ لٱتبعتم ٱلشيطٰن إلا قليلۭا,"And when they hear news of security or fear, they publicize it. Had they referred it to the Messenger or their authorities, those with sound judgment among them would have validated it. Had it not been for Allah’s grace and mercy, you would have followed Satan—except for a few.",72,5,1,36,False,,6236,32,"[وإذا,جآءهم,أمرۭ,من,ٱلأمن,أو,ٱلخوف,أذاعوا۟,بهۦ,ۖ,ولو,ردوه,إلى,ٱلرسول,وإلىٰٓ,أو۟لى,ٱلأمر,منهم,لعلمه,ٱلذين,يستنۢبطونهۥ,منهم,ۗ,ولولا,فضل,ٱلله,عليكم,ورحمتهۥ,لٱتبعتم,ٱلشيطٰن,إلا,قليلۭا]"
84,577,فقٰتل فى سبيل ٱلله لا تكلف إلا نفسك ۚ وحرض ٱلمؤمنين ۖ عسى ٱلله أن يكف بأس ٱلذين كفروا۟ ۚ وٱلله أشد بأسۭا وأشد تنكيلۭا,"So fight in the cause of Allah ˹O Prophet˺. You are accountable for none but yourself. And motivate the believers ˹to fight˺, so perhaps Allah will curb the disbelievers’ might. And Allah is far superior in might and in punishment.",72,5,1,36,False,,6236,25,"[فقٰتل,فى,سبيل,ٱلله,لا,تكلف,إلا,نفسك,ۚ,وحرض,ٱلمؤمنين,ۖ,عسى,ٱلله,أن,يكف,بأس,ٱلذين,كفروا۟,ۚ,وٱلله,أشد,بأسۭا,وأشد,تنكيلۭا]"
85,578,من يشفع شفٰعة حسنةۭ يكن لهۥ نصيبۭ منها ۖ ومن يشفع شفٰعةۭ سيئةۭ يكن لهۥ كفلۭ منها ۗ وكان ٱلله علىٰ كل شىءۢ مقيتۭا,"Whoever intercedes for a good cause will have a share in the reward, and whoever intercedes for an evil cause will have a share in the burden. And Allah is Watchful over all things.",72,5,1,36,False,,6236,24,"[من,يشفع,شفٰعة,حسنةۭ,يكن,لهۥ,نصيبۭ,منها,ۖ,ومن,يشفع,شفٰعةۭ,سيئةۭ,يكن,لهۥ,كفلۭ,منها,ۗ,وكان,ٱلله,علىٰ,كل,شىءۢ,مقيتۭا]"
86,579,وإذا حييتم بتحيةۢ فحيوا۟ بأحسن منهآ أو ردوهآ ۗ إن ٱلله كان علىٰ كل شىء حسيبا,"And when you are greeted, respond with a better greeting or at least similarly. Surely Allah is a ˹vigilant˺ Reckoner of all things.",72,5,1,36,False,,6236,16,"[وإذا,حييتم,بتحيةۢ,فحيوا۟,بأحسن,منهآ,أو,ردوهآ,ۗ,إن,ٱلله,كان,علىٰ,كل,شىء,حسيبا]"
87,580,ٱلله لآ إلٰه إلا هو ۚ ليجمعنكم إلىٰ يوم ٱلقيٰمة لا ريب فيه ۗ ومن أصدق من ٱلله حديثۭا,"Allah, there is no god ˹worthy of worship˺ except Him. He will certainly gather ˹all of˺ you together on the Day of Judgment—about which there is no doubt. And whose word is more truthful than Allah’s?",72,5,1,36,False,,6236,19,"[ٱلله,لآ,إلٰه,إلا,هو,ۚ,ليجمعنكم,إلىٰ,يوم,ٱلقيٰمة,لا,ريب,فيه,ۗ,ومن,أصدق,من,ٱلله,حديثۭا]"
88,581,۞ فما لكم فى ٱلمنٰفقين فئتين وٱلله أركسهم بما كسبوٓا۟ ۚ أتريدون أن تهدوا۟ من أضل ٱلله ۖ ومن يضلل ٱلله فلن تجد لهۥ سبيلۭا,"Why are you ˹believers˺ divided into two groups regarding the hypocrites while Allah allowed them to regress ˹to disbelief˺ because of their misdeeds? Do you wish to guide those left by Allah to stray? And whoever Allah leaves to stray, you will never find for them a way.",73,5,1,37,False,,6236,25,"[۞,فما,لكم,فى,ٱلمنٰفقين,فئتين,وٱلله,أركسهم,بما,كسبوٓا۟,ۚ,أتريدون,أن,تهدوا۟,من,أضل,ٱلله,ۖ,ومن,يضلل,ٱلله,فلن,تجد,لهۥ,سبيلۭا]"
89,582,ودوا۟ لو تكفرون كما كفروا۟ فتكونون سوآءۭ ۖ فلا تتخذوا۟ منهم أوليآء حتىٰ يهاجروا۟ فى سبيل ٱلله ۚ فإن تولوا۟ فخذوهم وٱقتلوهم حيث وجدتموهم ۖ ولا تتخذوا۟ منهم وليۭا ولا نصيرا,"They wish you would disbelieve as they have disbelieved, so you may all be alike. So do not take them as allies unless they emigrate in the cause of Allah. But if they turn away, then seize them and kill them wherever you find them, and do not take any of them as allies or helpers,",73,5,1,37,False,,6236,31,"[ودوا۟,لو,تكفرون,كما,كفروا۟,فتكونون,سوآءۭ,ۖ,فلا,تتخذوا۟,منهم,أوليآء,حتىٰ,يهاجروا۟,فى,سبيل,ٱلله,ۚ,فإن,تولوا۟,فخذوهم,وٱقتلوهم,حيث,وجدتموهم,ۖ,ولا,تتخذوا۟,منهم,وليۭا,ولا,نصيرا]"
90,583,إلا ٱلذين يصلون إلىٰ قومۭ بينكم وبينهم ميثٰق أو جآءوكم حصرت صدورهم أن يقٰتلوكم أو يقٰتلوا۟ قومهم ۚ ولو شآء ٱلله لسلطهم عليكم فلقٰتلوكم ۚ فإن ٱعتزلوكم فلم يقٰتلوكم وألقوا۟ إليكم ٱلسلم فما جعل ٱلله لكم عليهم سبيلۭا,"except those who are allies of a people you are bound with in a treaty or those wholeheartedly opposed to fighting either you or their own people. If Allah had willed, He would have empowered them to fight you. So if they refrain from fighting you and offer you peace, then Allah does not permit you to harm them.",73,5,1,37,False,,6236,38,"[إلا,ٱلذين,يصلون,إلىٰ,قومۭ,بينكم,وبينهم,ميثٰق,أو,جآءوكم,حصرت,صدورهم,أن,يقٰتلوكم,أو,يقٰتلوا۟,قومهم,ۚ,ولو,شآء,ٱلله,لسلطهم,عليكم,فلقٰتلوكم,ۚ,فإن,ٱعتزلوكم,فلم,يقٰتلوكم,وألقوا۟,إليكم,ٱلسلم,فما,جعل,ٱلله,لكم,عليهم,سبيلۭا]"
